"","CORES","race","YOB","deaths","births","COUNTY","mortality"
"880",77,"Black",2013,2,191,"RICHMOND",10.4712041884817
"881",77,"Black",2014,1,157,"RICHMOND",6.36942675159236
"882",77,"Black",2015,5,190,"RICHMOND",26.3157894736842
"883",77,"Black",2016,2,187,"RICHMOND",10.6951871657754
"884",77,"White",2011,2,311,"RICHMOND",6.43086816720257
"885",77,"White",2012,4,267,"RICHMOND",14.9812734082397
"886",77,"White",2014,2,251,"RICHMOND",7.96812749003984
"887",77,"White",2015,1,295,"RICHMOND",3.38983050847458
"888",77,"White",2016,3,250,"RICHMOND",12
"889",78,"American Indian",2011,8,781,"ROBESON",10.2432778489117
"890",78,"American Indian",2012,10,792,"ROBESON",12.6262626262626
"891",78,"American Indian",2013,12,806,"ROBESON",14.8883374689826
"892",78,"American Indian",2014,9,758,"ROBESON",11.8733509234828
"893",78,"American Indian",2015,4,772,"ROBESON",5.18134715025907
"894",78,"American Indian",2016,6,765,"ROBESON",7.84313725490196
"895",78,"Black",2011,9,467,"ROBESON",19.271948608137
"896",78,"Black",2012,3,389,"ROBESON",7.7120822622108
"897",78,"Black",2013,7,438,"ROBESON",15.9817351598174
"898",78,"Black",2014,7,412,"ROBESON",16.9902912621359
"899",78,"Black",2015,6,427,"ROBESON",14.0515222482436
"900",78,"Black",2016,3,381,"ROBESON",7.8740157480315
"901",78,"Hispanic",2011,1,255,"ROBESON",3.92156862745098
"902",78,"Hispanic",2012,2,274,"ROBESON",7.2992700729927
"903",78,"Hispanic",2013,2,273,"ROBESON",7.32600732600733
"904",78,"Hispanic",2014,3,260,"ROBESON",11.5384615384615
"905",78,"Hispanic",2015,2,251,"ROBESON",7.96812749003984
"906",78,"Hispanic",2016,1,276,"ROBESON",3.6231884057971
"907",78,"Other Non-White",2013,1,33,"ROBESON",30.3030303030303
"908",78,"White",2011,1,330,"ROBESON",3.03030303030303
"909",78,"White",2012,3,341,"ROBESON",8.79765395894428
"910",78,"White",2013,4,384,"ROBESON",10.4166666666667
"911",78,"White",2014,8,361,"ROBESON",22.1606648199446
"912",78,"White",2015,4,297,"ROBESON",13.4680134680135
"913",78,"White",2016,1,331,"ROBESON",3.02114803625378
"914",79,"Black",2011,4,166,"ROCKINGHAM",24.0963855421687
"915",79,"Black",2012,6,176,"ROCKINGHAM",34.0909090909091
"916",79,"Black",2013,6,201,"ROCKINGHAM",29.8507462686567
"917",79,"Black",2014,3,200,"ROCKINGHAM",15
"918",79,"Black",2015,2,187,"ROCKINGHAM",10.6951871657754
"919",79,"Black",2016,5,185,"ROCKINGHAM",27.027027027027
"920",79,"Hispanic",2011,1,88,"ROCKINGHAM",11.3636363636364
"921",79,"Hispanic",2015,1,82,"ROCKINGHAM",12.1951219512195
"922",79,"White",2011,6,620,"ROCKINGHAM",9.67741935483871
"923",79,"White",2012,7,654,"ROCKINGHAM",10.7033639143731
"924",79,"White",2013,3,640,"ROCKINGHAM",4.6875
"925",79,"White",2014,2,642,"ROCKINGHAM",3.11526479750779
"926",79,"White",2015,5,628,"ROCKINGHAM",7.96178343949045
"927",79,"White",2016,7,649,"ROCKINGHAM",10.7858243451464
"928",8,"Black",2012,3,122,"BERTIE",24.5901639344262
"929",8,"Black",2013,2,126,"BERTIE",15.8730158730159
"930",8,"Black",2014,2,122,"BERTIE",16.3934426229508
"931",8,"Black",2015,4,118,"BERTIE",33.8983050847458
"932",8,"Black",2016,2,133,"BERTIE",15.0375939849624
"933",8,"White",2016,1,51,"BERTIE",19.6078431372549
"934",80,"Black",2011,3,241,"ROWAN",12.448132780083
"935",80,"Black",2012,2,266,"ROWAN",7.5187969924812
"936",80,"Black",2013,3,292,"ROWAN",10.2739726027397
"937",80,"Black",2014,6,296,"ROWAN",20.2702702702703
"938",80,"Black",2015,3,318,"ROWAN",9.43396226415094
"939",80,"Black",2016,5,298,"ROWAN",16.7785234899329
"940",80,"Hispanic",2012,1,215,"ROWAN",4.65116279069767
"941",80,"Hispanic",2014,1,210,"ROWAN",4.76190476190476
"942",80,"Hispanic",2015,1,228,"ROWAN",4.3859649122807
"943",80,"Hispanic",2016,1,218,"ROWAN",4.58715596330275
"944",80,"White",2011,6,1048,"ROWAN",5.72519083969466
"945",80,"White",2012,6,1062,"ROWAN",5.64971751412429
"946",80,"White",2013,5,995,"ROWAN",5.0251256281407
"947",80,"White",2014,10,1017,"ROWAN",9.83284169124877
"948",80,"White",2015,7,1016,"ROWAN",6.88976377952756
"949",80,"White",2016,8,1102,"ROWAN",7.25952813067151
"950",81,"Black",2012,1,72,"RUTHERFORD ",13.8888888888889
"951",81,"Black",2013,1,89,"RUTHERFORD ",11.2359550561798
"952",81,"Black",2015,2,81,"RUTHERFORD ",24.6913580246914
"953",81,"Hispanic",2012,1,50,"RUTHERFORD ",20
"954",81,"Hispanic",2013,2,40,"RUTHERFORD ",50
"955",81,"Hispanic",2016,1,47,"RUTHERFORD ",21.2765957446809
"956",81,"Other Non-White",2016,1,8,"RUTHERFORD ",125
"957",81,"White",2011,6,558,"RUTHERFORD ",10.752688172043
"958",81,"White",2012,2,541,"RUTHERFORD ",3.69685767097967
"959",81,"White",2013,3,527,"RUTHERFORD ",5.69259962049336
"960",81,"White",2014,4,530,"RUTHERFORD ",7.54716981132075
"961",81,"White",2015,3,549,"RUTHERFORD ",5.46448087431694
"962",81,"White",2016,2,529,"RUTHERFORD ",3.78071833648393
"963",82,"Black",2011,7,201,"SAMPSON",34.8258706467662
"964",82,"Black",2012,2,210,"SAMPSON",9.52380952380953
"965",82,"Black",2013,2,200,"SAMPSON",10
"966",82,"Black",2014,1,196,"SAMPSON",5.10204081632653
"967",82,"Black",2015,4,184,"SAMPSON",21.7391304347826
"968",82,"Black",2016,2,198,"SAMPSON",10.1010101010101
"969",82,"Hispanic",2011,2,307,"SAMPSON",6.51465798045603
"970",82,"Hispanic",2012,1,300,"SAMPSON",3.33333333333333
"971",82,"Hispanic",2013,1,294,"SAMPSON",3.40136054421769
"972",82,"Hispanic",2014,1,297,"SAMPSON",3.36700336700337
"973",82,"Other Non-White",2016,2,15,"SAMPSON",133.333333333333
"974",82,"White",2011,4,309,"SAMPSON",12.9449838187702
"975",82,"White",2012,3,326,"SAMPSON",9.20245398773006
"976",82,"White",2013,2,338,"SAMPSON",5.91715976331361
"977",82,"White",2014,1,329,"SAMPSON",3.03951367781155
"978",82,"White",2015,1,320,"SAMPSON",3.125
"979",82,"White",2016,2,331,"SAMPSON",6.04229607250755
"980",83,"American Indian",2012,1,81,"SCOTLAND",12.3456790123457
"981",83,"American Indian",2014,1,70,"SCOTLAND",14.2857142857143
"982",83,"American Indian",2016,2,83,"SCOTLAND",24.0963855421687
"983",83,"Black",2011,4,210,"SCOTLAND",19.0476190476191
"984",83,"Black",2012,6,209,"SCOTLAND",28.7081339712919
"985",83,"Black",2014,1,214,"SCOTLAND",4.67289719626168
"986",83,"Black",2015,3,204,"SCOTLAND",14.7058823529412
"987",83,"Black",2016,2,211,"SCOTLAND",9.47867298578199
"988",83,"Hispanic",2013,1,11,"SCOTLAND",90.9090909090909
"989",83,"White",2011,3,162,"SCOTLAND",18.5185185185185
"990",83,"White",2013,1,147,"SCOTLAND",6.80272108843537
"991",83,"White",2014,3,142,"SCOTLAND",21.1267605633803
"992",83,"White",2015,1,145,"SCOTLAND",6.89655172413793
"993",84,"Black",2011,1,84,"STANLY",11.9047619047619
"994",84,"Black",2012,2,104,"STANLY",19.2307692307692
"995",84,"Black",2013,3,92,"STANLY",32.6086956521739
"996",84,"Black",2014,2,104,"STANLY",19.2307692307692
"997",84,"Black",2015,4,117,"STANLY",34.1880341880342
"998",84,"Black",2016,2,98,"STANLY",20.4081632653061
"999",84,"White",2011,1,492,"STANLY",2.03252032520325
"1000",84,"White",2012,3,465,"STANLY",6.45161290322581
"1001",84,"White",2013,1,482,"STANLY",2.0746887966805
"1002",84,"White",2014,2,540,"STANLY",3.7037037037037
"1003",84,"White",2015,3,494,"STANLY",6.07287449392713
"1004",84,"White",2016,2,517,"STANLY",3.86847195357834
"1005",85,"Other Non-White",2016,1,3,"STOKES",333.333333333333
"1006",85,"White",2011,5,369,"STOKES",13.550135501355
"1007",85,"White",2012,1,375,"STOKES",2.66666666666667
"1008",85,"White",2013,4,349,"STOKES",11.4613180515759
"1009",85,"White",2014,2,376,"STOKES",5.31914893617021
"1010",85,"White",2015,1,373,"STOKES",2.68096514745308
"1011",85,"White",2016,3,339,"STOKES",8.84955752212389
"1012",86,"Black",2014,1,26,"SURRY",38.4615384615385
"1013",86,"Hispanic",2013,2,121,"SURRY",16.5289256198347
"1014",86,"Hispanic",2015,2,150,"SURRY",13.3333333333333
"1015",86,"White",2011,7,588,"SURRY",11.9047619047619
"1016",86,"White",2012,3,604,"SURRY",4.96688741721854
"1017",86,"White",2013,3,564,"SURRY",5.31914893617021
"1018",86,"White",2014,3,577,"SURRY",5.19930675909879
"1019",86,"White",2015,3,559,"SURRY",5.36672629695885
"1020",86,"White",2016,4,537,"SURRY",7.4487895716946
"1021",87,"American Indian",2011,1,77,"SWAIN",12.987012987013
"1022",87,"American Indian",2012,1,85,"SWAIN",11.7647058823529
"1023",87,"American Indian",2013,1,85,"SWAIN",11.7647058823529
"1024",87,"American Indian",2014,2,91,"SWAIN",21.978021978022
"1025",87,"American Indian",2015,1,84,"SWAIN",11.9047619047619
"1026",87,"Hispanic",2011,1,8,"SWAIN",125
"1027",87,"White",2011,2,110,"SWAIN",18.1818181818182
"1028",87,"White",2012,1,91,"SWAIN",10.989010989011
"1029",87,"White",2014,1,96,"SWAIN",10.4166666666667
"1030",88,"Black",2012,1,12,"TRANSYLVANIA",83.3333333333333
"1031",88,"White",2011,2,228,"TRANSYLVANIA",8.7719298245614
"1032",88,"White",2012,2,209,"TRANSYLVANIA",9.56937799043062
"1033",88,"White",2013,2,253,"TRANSYLVANIA",7.90513833992095
"1034",88,"White",2014,1,248,"TRANSYLVANIA",4.03225806451613
"1035",88,"White",2015,1,234,"TRANSYLVANIA",4.27350427350427
"1036",89,"Hispanic",2013,1,6,"TYRELL",166.666666666667
"1037",89,"White",2014,1,23,"TYRELL",43.4782608695652
"1038",9,"American Indian",2013,1,15,"BLADEN",66.6666666666667
"1039",9,"American Indian",2015,1,12,"BLADEN",83.3333333333333
"1040",9,"Black",2011,1,131,"BLADEN",7.63358778625954
"1041",9,"Black",2012,1,127,"BLADEN",7.8740157480315
"1042",9,"Black",2013,3,134,"BLADEN",22.3880597014925
"1043",9,"Black",2014,1,145,"BLADEN",6.89655172413793
"1044",9,"Black",2015,1,127,"BLADEN",7.8740157480315
"1045",9,"Black",2016,5,119,"BLADEN",42.0168067226891
"1046",9,"Hispanic",2011,1,52,"BLADEN",19.2307692307692
"1047",9,"Hispanic",2015,1,50,"BLADEN",20
"1048",9,"White",2011,1,147,"BLADEN",6.80272108843537
"1049",9,"White",2012,2,170,"BLADEN",11.7647058823529
"1050",9,"White",2013,2,170,"BLADEN",11.7647058823529
"1051",9,"White",2014,1,162,"BLADEN",6.17283950617284
"1052",90,"American Indian",2012,1,7,"UNION",142.857142857143
"1053",90,"Black",2011,4,321,"UNION",12.4610591900312
"1054",90,"Black",2012,5,359,"UNION",13.9275766016713
"1055",90,"Black",2013,7,353,"UNION",19.8300283286119
"1056",90,"Black",2014,5,319,"UNION",15.6739811912226
"1057",90,"Black",2015,2,308,"UNION",6.49350649350649
"1058",90,"Black",2016,3,311,"UNION",9.64630225080386
"1059",90,"Hispanic",2011,7,461,"UNION",15.1843817787419
"1060",90,"Hispanic",2012,4,453,"UNION",8.83002207505519
"1061",90,"Hispanic",2014,3,392,"UNION",7.6530612244898
"1062",90,"Hispanic",2015,3,443,"UNION",6.77200902934537
"1063",90,"Hispanic",2016,3,442,"UNION",6.78733031674208
"1064",90,"Other Non-White",2014,1,75,"UNION",13.3333333333333
"1065",90,"Other Non-White",2016,1,67,"UNION",14.9253731343284
"1066",90,"White",2011,1,1529,"UNION",0.65402223675605
"1067",90,"White",2012,4,1506,"UNION",2.65604249667995
"1068",90,"White",2013,4,1474,"UNION",2.71370420624152
"1069",90,"White",2014,5,1589,"UNION",3.14663310258024
"1070",90,"White",2015,7,1520,"UNION",4.60526315789474
"1071",90,"White",2016,5,1592,"UNION",3.14070351758794
"1072",91,"Black",2011,3,328,"VANCE",9.14634146341463
"1073",91,"Black",2012,1,356,"VANCE",2.80898876404494
"1074",91,"Black",2013,8,305,"VANCE",26.2295081967213
"1075",91,"Black",2014,3,299,"VANCE",10.0334448160535
"1076",91,"Black",2016,3,287,"VANCE",10.4529616724739
"1077",91,"Hispanic",2011,1,75,"VANCE",13.3333333333333
"1078",91,"Other Non-White",2013,1,3,"VANCE",333.333333333333
"1079",91,"Other Non-White",2014,1,4,"VANCE",250
"1080",91,"White",2012,2,152,"VANCE",13.1578947368421
"1081",91,"White",2013,1,193,"VANCE",5.18134715025907
"1082",91,"White",2015,1,143,"VANCE",6.99300699300699
"1083",92,"American Indian",2013,1,34,"WAKE  ",29.4117647058824
"1084",92,"Black",2011,42,2845,"WAKE  ",14.7627416520211
"1085",92,"Black",2012,44,2755,"WAKE  ",15.9709618874773
"1086",92,"Black",2013,27,2901,"WAKE  ",9.3071354705274
"1087",92,"Black",2014,27,2794,"WAKE  ",9.66356478167502
"1088",92,"Black",2015,33,2888,"WAKE  ",11.4265927977839
"1089",92,"Black",2016,38,2783,"WAKE  ",13.6543298598635
"1090",92,"Hispanic",2011,10,1960,"WAKE  ",5.10204081632653
"1091",92,"Hispanic",2012,7,1983,"WAKE  ",3.53000504286435
"1092",92,"Hispanic",2013,9,1897,"WAKE  ",4.74433315761729
"1093",92,"Hispanic",2014,10,1930,"WAKE  ",5.18134715025907
"1094",92,"Hispanic",2015,9,1993,"WAKE  ",4.51580531861515
"1095",92,"Hispanic",2016,7,2029,"WAKE  ",3.44997535731888
"1096",92,"Other Non-White",2011,8,952,"WAKE  ",8.40336134453782
"1097",92,"Other Non-White",2012,4,989,"WAKE  ",4.04448938321537
"1098",92,"Other Non-White",2013,3,1002,"WAKE  ",2.9940119760479
"1099",92,"Other Non-White",2014,1,1126,"WAKE  ",0.88809946714032
"1100",92,"Other Non-White",2015,4,1117,"WAKE  ",3.5810205908684
"1101",92,"Other Non-White",2016,5,1303,"WAKE  ",3.83729854182655
"1102",92,"White",2011,31,6668,"WAKE  ",4.64907018596281
"1103",92,"White",2012,32,6551,"WAKE  ",4.88475041978324
"1104",92,"White",2013,23,6605,"WAKE  ",3.48221044663134
"1105",92,"White",2014,21,6764,"WAKE  ",3.10467179183915
"1106",92,"White",2015,27,6835,"WAKE  ",3.95025603511339
"1107",92,"White",2016,21,6883,"WAKE  ",3.05099520557896
"1108",93,"American Indian",2016,1,8,"WARREN ",125
"1109",93,"Black",2012,1,104,"WARREN ",9.61538461538462
"1110",93,"Black",2014,4,109,"WARREN ",36.697247706422
"1111",93,"Black",2015,1,114,"WARREN ",8.7719298245614
"1112",93,"Black",2016,1,106,"WARREN ",9.43396226415094
"1113",93,"White",2011,1,57,"WARREN ",17.5438596491228
"1114",93,"White",2012,1,45,"WARREN ",22.2222222222222
"1115",93,"White",2015,1,51,"WARREN ",19.6078431372549
"1116",94,"Black",2011,1,80,"WASHINGTON",12.5
"1117",94,"Black",2015,2,71,"WASHINGTON",28.169014084507
"1118",94,"Black",2016,1,81,"WASHINGTON",12.3456790123457
"1119",94,"White",2016,2,37,"WASHINGTON",54.0540540540541
"1120",95,"Black",2013,1,8,"WATAUGA",125
"1121",95,"Black",2015,1,3,"WATAUGA",333.333333333333
"1122",95,"White",2011,1,318,"WATAUGA",3.14465408805031
"1123",95,"White",2013,1,303,"WATAUGA",3.3003300330033
"1124",95,"White",2014,1,334,"WATAUGA",2.9940119760479
"1125",95,"White",2015,2,318,"WATAUGA",6.28930817610063
"1126",95,"White",2016,1,330,"WATAUGA",3.03030303030303
"1127",96,"Black",2011,11,568,"WAYNE",19.3661971830986
"1128",96,"Black",2012,10,556,"WAYNE",17.9856115107914
"1129",96,"Black",2013,3,571,"WAYNE",5.25394045534151
"1130",96,"Black",2014,4,544,"WAYNE",7.35294117647059
"1131",96,"Black",2015,8,525,"WAYNE",15.2380952380952
"1132",96,"Black",2016,5,485,"WAYNE",10.3092783505155
"1133",96,"Hispanic",2011,2,308,"WAYNE",6.49350649350649
"1134",96,"Hispanic",2013,1,321,"WAYNE",3.11526479750779
"1135",96,"Hispanic",2014,1,328,"WAYNE",3.04878048780488
"1136",96,"Hispanic",2015,1,326,"WAYNE",3.06748466257669
"1137",96,"Hispanic",2016,2,315,"WAYNE",6.34920634920635
"1138",96,"White",2011,7,822,"WAYNE",8.51581508515815
"1139",96,"White",2012,7,843,"WAYNE",8.30367734282325
"1140",96,"White",2013,4,789,"WAYNE",5.06970849176172
"1141",96,"White",2014,2,803,"WAYNE",2.4906600249066
"1142",96,"White",2015,4,749,"WAYNE",5.34045393858478
"1143",96,"White",2016,2,801,"WAYNE",2.49687890137328
"1144",97,"Black",2012,1,28,"WILKES  ",35.7142857142857
"1145",97,"Black",2013,1,34,"WILKES  ",29.4117647058824
"1146",97,"Black",2016,1,20,"WILKES  ",50
"1147",97,"Hispanic",2011,2,77,"WILKES  ",25.974025974026
"1148",97,"Hispanic",2012,1,84,"WILKES  ",11.9047619047619
"1149",97,"Hispanic",2015,2,97,"WILKES  ",20.6185567010309
"1150",97,"Hispanic",2016,1,76,"WILKES  ",13.1578947368421
"1151",97,"White",2011,6,570,"WILKES  ",10.5263157894737
"1152",97,"White",2012,4,575,"WILKES  ",6.95652173913044
"1153",97,"White",2013,6,523,"WILKES  ",11.472275334608
"1154",97,"White",2014,6,565,"WILKES  ",10.6194690265487
"1155",97,"White",2015,3,585,"WILKES  ",5.12820512820513
"1156",97,"White",2016,5,587,"WILKES  ",8.51788756388416
"1157",98,"Black",2011,7,466,"WILSON",15.0214592274678
"1158",98,"Black",2012,5,389,"WILSON",12.853470437018
"1159",98,"Black",2013,4,404,"WILSON",9.9009900990099
"1160",98,"Black",2014,2,404,"WILSON",4.95049504950495
"1161",98,"Black",2015,11,417,"WILSON",26.378896882494
"1162",98,"Black",2016,4,379,"WILSON",10.5540897097625
"1163",98,"Hispanic",2012,3,175,"WILSON",17.1428571428571
"1164",98,"Hispanic",2014,1,153,"WILSON",6.5359477124183
"1165",98,"Hispanic",2015,1,192,"WILSON",5.20833333333333
"1166",98,"Hispanic",2016,1,179,"WILSON",5.58659217877095
"1167",98,"Other Non-White",2012,1,15,"WILSON",66.6666666666667
"1168",98,"Other Non-White",2014,1,10,"WILSON",100
"1169",98,"White",2012,5,333,"WILSON",15.015015015015
"1170",98,"White",2013,2,350,"WILSON",5.71428571428571
"1171",98,"White",2015,2,347,"WILSON",5.76368876080692
"1172",98,"White",2016,2,380,"WILSON",5.26315789473684
"1173",99,"Black",2014,1,10,"YADKIN  ",100
"1174",99,"Hispanic",2014,2,63,"YADKIN  ",31.7460317460317
"1175",99,"Hispanic",2015,1,79,"YADKIN  ",12.6582278481013
"1176",99,"White",2011,2,284,"YADKIN  ",7.04225352112676
"1177",99,"White",2012,3,318,"YADKIN  ",9.43396226415094
"1178",99,"White",2013,3,313,"YADKIN  ",9.58466453674121
"1179",99,"White",2015,2,296,"YADKIN  ",6.75675675675676
"1180",99,"White",2016,3,306,"YADKIN  ",9.80392156862745
